Frame,Z_coord_n1,na_res,Z_coord_na,prod
591,-9.800478,112,9.707958,prod2
592,-9.334631,112,10.462498,prod2
593,-9.690111,231,-6.7483687,prod2
594,-9.61628,112,9.56646,prod2
595,-8.92646,231,-5.6952915,prod2
596,-8.826204,112,10.15136,prod2
597,-8.1155,112,11.580779,prod2
598,-9.06056,231,-6.1240196,prod2
599,-9.498629,231,-6.145683,prod2
600,-9.306771,231,-6.493898,prod2
601,-9.635632,231,-6.5523543,prod2
602,-9.803213,231,-6.6952963,prod2
603,-10.266999,231,-7.2213445,prod2
604,-10.536658,231,-7.575411,prod2
605,-11.123541,176,-30.356247,prod2
606,-10.663746,231,-7.6871533,prod2
607,-10.347371,176,-28.98712,prod2
608,-10.1353445,231,-6.9309874,prod2
609,-10.899455,231,-7.495797,prod2
610,-10.569789,231,-7.323485,prod2
611,-10.690584,231,-7.7313237,prod2
612,-10.127806,231,-6.8380795,prod2
613,-10.598556,231,-7.3350945,prod2
614,-11.09625,231,-7.760318,prod2
615,-10.649467,231,-7.6048484,prod2
616,-10.759544,231,-7.703909,prod2
617,-9.966589,231,-6.923008,prod2
618,-10.4540615,231,-7.259922,prod2
619,-10.547467,231,-7.3309426,prod2
620,-11.107772,231,-7.5078115,prod2
621,-11.408755,231,-7.850978,prod2
622,-11.477115,231,-8.156891,prod2
623,-11.297736,231,-8.006027,prod2
624,-11.636211,231,-8.834579,prod2
625,-11.734948,231,-8.625699,prod2
626,-11.673397,231,-8.582996,prod2
627,-11.74572,231,-8.535715,prod2
628,-12.213805,231,-8.939231,prod2
629,-11.721511,231,-8.541593,prod2
630,-12.185351,231,-9.25366,prod2
631,-11.6605,231,-8.497334,prod2
632,-12.339191,231,-9.398577,prod2
633,-11.735046,231,-8.835898,prod2
634,-12.001736,231,-8.836509,prod2
635,-12.196574,66,-26.724688,prod2
636,-12.027983,66,-23.627062,prod2
637,-11.017833,66,-23.725126,prod2
638,-11.502805,66,-23.338938,prod2
639,-11.698115,66,-23.787237,prod2
640,-12.017426,66,-24.822594,prod2
641,-12.080489,66,-23.743477,prod2
642,-11.970254,66,-22.460285,prod2
643,-11.739376,66,-20.844883,prod2
644,-12.153846,66,-24.269821,prod2
645,-12.064561,66,-27.993153,prod2
646,-12.10404,66,-27.432314,prod2
647,-12.19737,66,-23.436808,prod2
648,-11.94969,66,-20.275293,prod2
649,-11.646698,66,-18.302164,prod2
650,-11.731062,66,-23.125103,prod2
651,-11.162184,66,-21.602112,prod2
652,-11.13433,66,-17.265583,prod2
653,-10.937795,66,-16.312529,prod2
654,-10.524369,66,-16.457312,prod2
655,-10.7304945,66,-19.02035,prod2
656,-10.493096,66,-16.749533,prod2
657,-11.311856,66,-21.136591,prod2
658,-10.2797165,66,-25.125214,prod2
659,-9.865595,66,-22.297379,prod2
660,-10.179827,66,-24.764961,prod2
661,-9.555502,76,5.0385227,prod2
662,-9.6860895,76,6.0706534,prod2
663,-9.831846,66,-25.681091,prod2
664,-8.416638,66,-24.495539,prod2
665,-9.416437,76,6.586354,prod2
666,-9.796996,76,6.615514,prod2
667,-9.186375,76,5.6826305,prod2
668,-9.59319,76,6.350381,prod2
669,-9.613624,76,5.847831,prod2
670,-9.587359,76,5.4096484,prod2
671,-9.3905945,76,5.766632,prod2
672,-10.142413,76,6.0947833,prod2
673,-8.977923,76,7.532902,prod2
674,-9.380638,76,6.8656883,prod2
675,-9.153088,76,6.59042,prod2
676,-9.133484,76,9.923619,prod2
677,-8.950288,76,8.309381,prod2
678,-9.357288,76,5.7712955,prod2
679,-8.8346615,76,7.4876685,prod2
680,-8.432981,76,6.760215,prod2
681,-9.330752,76,8.504267,prod2
682,-9.511416,76,4.9248476,prod2
683,-9.771825,76,7.2432494,prod2
684,-9.417795,76,3.3071172,prod2
685,-9.906109,76,1.2464687,prod2
686,-9.854205,76,1.8560561,prod2
687,-9.753311,76,0.27532443,prod2
